date,team_code,opponent_code,elo_before,opp_elo_before
2018-01-02,AE,IQ,1564,1571
2018-01-02,IQ,AE,1571,1564
2018-01-02,BH,OM,1405,1531
2018-01-02,OM,BH,1531,1405
2018-01-05,OM,AE,1533,1562
2018-01-05,AE,OM,1562,1533
2018-01-07,EE,SE,1513,1816
2018-01-07,SE,EE,1816,1513
2018-01-11,FI,JO,1601,1474
2018-01-11,JO,FI,1474,1601
2018-01-14,ID,IS,1235,1812
2018-01-14,IS,ID,1812,1235
2018-01-27,KR,MD,1762,1328
2018-01-27,MD,KR,1328,1762
2018-01-28,BA,US,1727,1747
2018-01-28,US,BA,1747,1727
2018-01-30,KR,JM,1757,1569
2018-01-30,JM,KR,1569,1757
2018-01-30,AZ,MD,1398,1330
2018-01-30,MD,AZ,1330,1398
2018-01-31,MX,BA,1854,1720
2018-01-31,BA,MX,1720,1854
2018-02-03,KR,LV,1759,1360
2018-02-03,LV,KR,1360,1759
2018-02-26,SA,MD,1574,1326
2018-02-26,MD,SA,1326,1574
2018-02-28,IQ,SA,1584,1561
2018-02-28,SA,IQ,1561,1584
2018-03-17,IR,SL,1802,1374
2018-03-17,SL,IR,1374,1802
2018-03-20,NC,TI,1209,1212
2018-03-20,TI,NC,1212,1209
2018-03-21,ZA,AO,1531,1250
2018-03-21,AO,ZA,1250,1531
2018-03-21,LA,KH,773,825
2018-03-21,KH,LA,825,773
2018-03-21,LI,AD,1153,1026
2018-03-21,AD,LI,1026,1153
2018-03-21,BM,AG,1189,1209
2018-03-21,AG,BM,1209,1189
2018-03-21,KW,JO,1419,1480
2018-03-21,JO,KW,1480,1419
2018-03-21,TG,MG,1379,1365
2018-03-21,MG,TG,1365,1379
2018-03-21,ZW,ZM,1468,1492
2018-03-21,ZM,ZW,1492,1468
2018-03-21,QA,IQ,1479,1560
2018-03-21,IQ,QA,1560,1479
2018-03-22,MT,LU,1204,1331
2018-03-22,FO,LV,1282,1358
2018-03-22,LU,MT,1331,1204
2018-03-22,BF,GW,1607,1285
2018-03-22,GW,BF,1285,1607
2018-03-22,PS,BH,1414,1402
2018-03-22,BH,PS,1402,1414
2018-03-22,CN,WA,1541,1786
2018-03-22,WA,CN,1786,1541
2018-03-22,NI,CU,1278,1295
2018-03-22,CU,NI,1295,1278
2018-03-22,LV,FO,1358,1282
2018-03-22,MY,MN,1057,664
2018-03-22,PH,FJ,1173,1242
2018-03-22,PA,DK,1667,1843
2018-03-22,GA,TH,1415,1404
2018-03-22,TH,GA,1404,1415
2018-03-22,MN,MY,664,1057
2018-03-22,TC,DO,760,1250
2018-03-22,DO,TC,1250,760
2018-03-22,KG,MM,1237,1070
2018-03-22,DK,PA,1843,1667
2018-03-22,MM,KG,1070,1237
2018-03-22,FJ,PH,1242,1173
2018-03-22,GD,BZ,1100,1168
2018-03-22,BZ,GD,1168,1100
2018-03-22,MU,MO,1070,676
2018-03-22,MO,MU,676,1070
2018-03-22,TZ,DZ,1290,1539
2018-03-22,DZ,TZ,1539,1290
2018-03-22,SK,AE,1755,1554
2018-03-22,AE,SK,1554,1755
2018-03-23,ME,CY,1609,1412
2018-03-23,BY,AZ,1506,1388
2018-03-23,EG,PT,1648,1995
2018-03-23,PT,EG,1995,1648
2018-03-23,SQ,CR,1707,1756
2018-03-23,CY,ME,1412,1609
2018-03-23,AZ,BY,1388,1506
2018-03-23,TN,IR,1630,1790
2018-03-23,IR,TN,1790,1630
2018-03-23,MK,FI,1521,1599
2018-03-23,NO,AU,1601,1709
2018-03-23,FR,CO,1974,1940
2018-03-23,CO,FR,1940,1974
2018-03-23,AR,IT,1995,1893
2018-03-23,IT,AR,1893,1995
2018-03-23,IS,MX,1797,1869
2018-03-23,MX,IS,1869,1797
2018-03-23,MV,SG,939,1062
2018-03-23,SG,MV,1062,939
2018-03-23,NL,EN,1883,1944
2018-03-23,EN,NL,1944,1883
2018-03-23,CF,GM,1296,1272
2018-03-23,GM,CF,1272,1296
2018-03-23,CZ,UY,1699,1878
2018-03-23,AT,SI,1720,1630
2018-03-23,SI,AT,1630,1720
2018-03-23,RU,BR,1692,2118
2018-03-23,BR,RU,2118,1692
2018-03-23,MA,RS,1701,1770
2018-03-23,RS,MA,1770,1701
2018-03-23,SA,UA,1566,1733
2018-03-23,UA,SA,1733,1566
2018-03-23,NC,TI,1202,1219
2018-03-23,TI,NC,1219,1202
2018-03-23,AU,NO,1709,1601
2018-03-23,UY,CZ,1878,1699
2018-03-23,PL,NG,1825,1712
2018-03-23,FI,MK,1599,1521
2018-03-23,ML,JP,1516,1701
2018-03-23,JP,ML,1701,1516
2018-03-23,HR,PE,1842,1895
2018-03-23,CW,BO,1274,1698
2018-03-23,PE,HR,1895,1842
2018-03-23,IE,TR,1724,1719
2018-03-23,TR,IE,1719,1724
2018-03-23,CR,SQ,1756,1707
2018-03-23,BO,CW,1698,1274
2018-03-23,DE,ES,2103,2035
2018-03-23,NG,PL,1712,1825
2018-03-23,TT,GP,1427,1257
2018-03-23,GP,TT,1257,1427
2018-03-23,GR,CH,1653,1872
2018-03-23,CH,GR,1872,1653
2018-03-23,SN,UZ,1743,1614
2018-03-23,ES,DE,2035,2103
2018-03-23,UZ,SN,1614,1743
2018-03-23,HU,KZ,1593,1357
2018-03-23,KZ,HU,1357,1593
2018-03-23,BA,BG,1730,1609
2018-03-23,BG,BA,1609,1730
2018-03-24,KO,MG,1381,1355
2018-03-24,BW,LS,1261,1258
2018-03-24,LS,BW,1258,1261
2018-03-24,ST,UG,1072,1459
2018-03-24,UG,ST,1459,1072
2018-03-24,MR,GN,1315,1450
2018-03-24,GN,MR,1450,1315
2018-03-24,MG,KO,1355,1381
2018-03-24,SY,QA,1605,1484
2018-03-24,ZA,ZM,1557,1466
2018-03-24,AM,EE,1478,1515
2018-03-24,QA,SY,1484,1605
2018-03-24,ZM,ZA,1466,1557
2018-03-24,ZW,AO,1460,1258
2018-03-24,LT,GE,1396,1492
2018-03-24,KE,KM,1386,1050
2018-03-24,KM,KE,1050,1386
2018-03-24,CI,TG,1595,1385
2018-03-24,TG,CI,1385,1595
2018-03-24,EE,AM,1515,1478
2018-03-24,GE,LT,1492,1396
2018-03-24,AO,ZW,1258,1460
2018-03-24,CL,SE,1871,1804
2018-03-24,SE,CL,1804,1871
2018-03-24,KR,EI,1749,1684
2018-03-24,EI,KR,1684,1749
2018-03-24,NZ,CA,1514,1533
2018-03-24,CA,NZ,1533,1514
2018-03-24,RO,IL,1695,1525
2018-03-24,IL,RO,1525,1695
2018-03-25,KN,DO,1247,1257
2018-03-25,DO,KN,1257,1247
2018-03-25,NI,CU,1276,1297
2018-03-25,CU,NI,1297,1276
2018-03-25,BB,BM,1136,1190
2018-03-25,GW,CG,1274,1389
2018-03-25,CG,GW,1389,1274
2018-03-25,BM,BB,1190,1136
2018-03-25,LV,GI,1343,1093
2018-03-25,TT,MQ,1430,1425
2018-03-25,CM,KW,1654,1409
2018-03-25,TH,SK,1398,1761
2018-03-25,SK,TH,1761,1398
2018-03-25,KW,CM,1409,1654
2018-03-25,GA,AE,1436,1533
2018-03-25,AE,GA,1533,1436
2018-03-25,JM,AG,1560,1218
2018-03-25,AG,JM,1218,1560
2018-03-25,GI,LV,1093,1343
2018-03-25,MQ,TT,1425,1430
2018-03-25,FO,LI,1293,1142
2018-03-25,LI,FO,1142,1293
2018-03-26,NL,PT,1906,1972
2018-03-26,CW,BO,1291,1681
2018-03-26,KZ,BG,1353,1613
2018-03-26,BG,KZ,1613,1353
2018-03-26,UY,WA,1889,1775
2018-03-26,PT,NL,1972,1906
2018-03-26,MT,FI,1200,1603
2018-03-26,WA,UY,1775,1889
2018-03-26,FI,MT,1603,1200
2018-03-26,AL,NO,1595,1614
2018-03-26,NO,AL,1614,1595
2018-03-26,BO,CW,1681,1291
2018-03-27,TN,CR,1643,1743
2018-03-27,CR,TN,1743,1643
2018-03-27,AR,ES,1983,2047
2018-03-27,LT,AM,1411,1463
2018-03-27,AM,LT,1463,1411
2018-03-27,LB,MY,1457,1055
2018-03-27,ES,AR,2047,1983
2018-03-27,MY,LB,1055,1457
2018-03-27,DZ,IR,1535,1794
2018-03-27,IR,DZ,1794,1535
2018-03-27,CD,TZ,1578,1313
2018-03-27,OM,PS,1542,1405
2018-03-27,PH,TJ,1190,1202
2018-03-27,UA,JP,1742,1692
2018-03-27,RU,FR,1684,1982
2018-03-27,LS,,1254,1385
2018-03-27,MK,AZ,1517,1392
2018-03-27,AZ,MK,1392,1517
2018-03-27,NG,RS,1699,1783
2018-03-27,TZ,CD,1313,1578
2018-03-27,RS,NG,1783,1699
2018-03-27,SC,SZ,945,1286
2018-03-27,SQ,HU,1717,1583
2018-03-27,HU,SQ,1583,1717
2018-03-27,KG,IN,1248,1152
2018-03-27,IN,KG,1152,1248
2018-03-27,CO,AU,1934,1715
2018-03-27,TJ,PH,1202,1190
2018-03-27,JP,UA,1692,1742
2018-03-27,SZ,SC,1286,945
2018-03-27,AU,CO,1715,1934
2018-03-27,MO,MM,674,1072
2018-03-27,TR,ME,1719,1609
2018-03-27,YE,NP,1196,899
2018-03-27,NP,YE,899,1196
2018-03-27,AT,LU,1726,1325
2018-03-27,IT,EN,1897,1940
2018-03-27,EN,IT,1940,1897
2018-03-27,LU,AT,1325,1726
2018-03-27,MA,UZ,1709,1606
2018-03-27,PY,US,1745,1754
2018-03-27,HR,MX,1853,1858
2018-03-27,MX,HR,1858,1853
2018-03-27,TW,SG,997,1043
2018-03-27,SG,TW,1043,997
2018-03-27,US,PY,1754,1745
2018-03-27,ME,TR,1609,1719
2018-03-27,UZ,MA,1606,1709
2018-03-27,SY,IQ,1607,1558
2018-03-27,BR,DE,2130,2091
2018-03-27,DE,BR,2091,2130
2018-03-27,CI,MD,1599,1322
2018-03-27,MD,CI,1322,1599
2018-03-27,GE,EE,1504,1503
2018-03-27,FR,RU,1982,1684
2018-03-27,EE,GE,1503,1504
2018-03-27,CF,KE,1309,1373
2018-03-27,IQ,SY,1558,1607
2018-03-27,KE,CF,1373,1309
2018-03-27,UG,MW,1453,1307
2018-03-27,MW,UG,1307,1453
2018-03-27,MM,MO,1072,674
2018-03-27,BH,TM,1417,1244
2018-03-27,TM,BH,1244,1417
2018-03-27,MU,MN,1074,660
2018-03-27,BE,SA,1928,1564
2018-03-27,CL,DK,1873,1841
2018-03-27,DK,CL,1841,1873
2018-03-27,BT,MV,590,946
2018-03-27,CH,PA,1878,1661
2018-03-27,PA,CH,1661,1878
2018-03-27,PS,OM,1405,1542
2018-03-27,KR,PL,1744,1830
2018-03-27,PL,KR,1830,1744
2018-03-27,SI,BY,1606,1530
2018-03-27,BY,SI,1530,1606
2018-03-27,BD,LA,812,771
2018-03-27,SE,RO,1794,1705
2018-03-27,RO,SE,1705,1794
2018-03-27,LA,BD,771,812
2018-03-27,BF,KO,1583,1405
2018-03-27,KO,BF,1405,1583
2018-03-27,MV,BT,946,590
2018-03-27,EG,GR,1638,1663
2018-03-27,GR,EG,1663,1638
2018-03-27,IS,PE,1786,1906
2018-03-27,PE,IS,1906,1786
2018-03-27,VN,JO,1288,1466
2018-03-27,JO,VN,1466,1288
2018-03-27,SA,BE,1564,1928
2018-03-27,MN,MU,660,1074
2018-03-27,KH,AF,820,1158
2018-03-27,AF,KH,1158,820
2018-03-27,KP,HK,1457,1186
2018-03-27,HK,KP,1186,1457
2018-03-27,SN,BA,1743,1730
2018-03-27,BA,SN,1730,1743
2018-04-01,BT,MY,588,1057
2018-04-01,DM,AG,1011,1211
2018-04-01,AG,DM,1211,1011
2018-04-01,MY,BT,1057,588
2018-04-17,TT,PA,1424,1667
2018-04-17,PA,TT,1667,1424
2018-04-18,BW,ZW,1278,1443
2018-04-18,ZW,BW,1443,1278
2018-04-19,SW,,1296,1375
2018-04-26,JM,KN,1567,1240
2018-04-26,KN,JM,1240,1567
2018-04-29,AG,JM,1205,1573
2018-04-29,JM,AG,1573,1205
2018-05-08,IQ,PS,1552,1411
2018-05-08,PS,IQ,1411,1552
2018-05-09,DZ,SA,1521,1578
2018-05-09,SA,DZ,1578,1521
2018-05-11,PS,KW,1400,1420
2018-05-11,KW,PS,1420,1400
2018-05-15,SA,GR,1597,1644
2018-05-15,GR,SA,1644,1597
2018-05-19,IR,UZ,1797,1603
2018-05-19,UZ,IR,1603,1797
2018-05-20,JO,CY,1476,1402
2018-05-20,CY,JO,1402,1476
2018-05-25,SW,KE,1311,1358
2018-05-25,KE,SW,1358,1311
2018-05-25,KW,EG,1423,1635
2018-05-25,EG,KW,1635,1423
2018-05-26,CN,MM,1520,1071
2018-05-26,MM,CN,1071,1520
2018-05-27,MG,MZ,1373,1294
2018-05-27,SC,KM,951,1044
2018-05-27,KM,SC,1044,951
2018-05-27,CF,NE,1313,1289
2018-05-27,NE,CF,1289,1313
2018-05-27,BF,CM,1595,1642
2018-05-27,MZ,MG,1294,1373
2018-05-27,CM,BF,1642,1595
2018-05-28,MU,MW,1106,1275
2018-05-28,PT,TN,1964,1651
2018-05-28,IR,TR,1788,1728
2018-05-28,TR,IR,1728,1788
2018-05-28,CD,NG,1584,1693
2018-05-28,NG,CD,1693,1584
2018-05-28,FR,IE,1985,1721
2018-05-28,TN,PT,1651,1964
2018-05-28,ME,BA,1615,1724
2018-05-28,BA,ME,1724,1615
2018-05-28,AO,BW,1239,1297
2018-05-28,BW,AO,1297,1239
2018-05-28,IE,FR,1721,1985
2018-05-28,WA,MX,1777,1856
2018-05-28,HN,KR,1604,1750
2018-05-28,MX,WA,1856,1777
2018-05-28,GQ,KE,1323,1364
2018-05-28,KE,GQ,1364,1323
2018-05-28,KR,HN,1750,1604
2018-05-28,SA,IT,1594,1900
2018-05-28,IT,SA,1900,1594
2018-05-28,BO,US,1672,1763
2018-05-28,US,BO,1763,1672
2018-05-28,MW,MU,1275,1106
2018-05-29,SC,MG,968,1356
2018-05-29,KM,MZ,1031,1307
2018-05-29,MZ,KM,1307,1031
2018-05-29,MT,AM,1206,1457
2018-05-29,AM,MT,1457,1206
2018-05-29,PA,EI,1665,1686
2018-05-29,AL,KO,1569,1431
2018-05-29,HT,AR,1492,1984
2018-05-29,EI,PA,1686,1665
2018-05-29,AR,HT,1984,1492
2018-05-29,MG,SC,1356,968
2018-05-29,PE,SQ,1911,1712
2018-05-29,SQ,PE,1712,1911
2018-05-29,KO,AL,1431,1569
2018-05-29,AZ,KG,1399,1241
2018-05-29,KG,AZ,1241,1399
2018-05-30,BW,MW,1296,1276
2018-05-30,AT,RU,1732,1678
2018-05-30,MW,BW,1276,1296
2018-05-30,GH,JP,1635,1670
2018-05-30,RU,AT,1678,1732
2018-05-30,UG,CF,1432,1334
2018-05-30,CF,UG,1334,1432
2018-05-30,JP,GH,1670,1635
2018-05-30,AO,MU,1252,1093
2018-05-30,MU,AO,1093,1252
2018-05-30,LT,EE,1400,1514
2018-05-30,EE,LT,1514,1400
2018-05-31,SC,MZ,963,1312
2018-05-31,LU,SN,1332,1736
2018-05-31,SN,LU,1736,1332
2018-05-31,MA,UA,1710,1741
2018-05-31,NL,SK,1905,1762
2018-05-31,SK,NL,1762,1905
2018-05-31,MG,KM,1361,1026
2018-05-31,KM,MG,1026,1361
2018-05-31,UA,MA,1741,1710
2018-05-31,RO,CL,1719,1859
2018-05-31,CL,RO,1859,1719
2018-05-31,MZ,SC,1312,963
2018-06-01,MW,AO,1275,1253
2018-06-01,IN,TW,1163,986
2018-06-01,TW,IN,986,1163
2018-06-01,MT,GE,1203,1507
2018-06-01,GE,MT,1507,1203
2018-06-01,CZ,AU,1702,1734
2018-06-01,BA,KR,1744,1730
2018-06-01,KR,BA,1730,1744
2018-06-01,AO,MW,1253,1275
2018-06-01,EG,CO,1642,1927
2018-06-01,CO,EG,1927,1642
2018-06-01,TN,TR,1653,1726
2018-06-01,MU,BW,1073,1316
2018-06-01,CV,DZ,1439,1506
2018-06-01,DZ,CV,1506,1439
2018-06-01,BW,MU,1316,1073
2018-06-01,TR,TN,1726,1653
2018-06-01,AU,CZ,1734,1702
2018-06-01,IT,FR,1892,1993
2018-06-01,FR,IT,1993,1892
2018-06-02,EN,NG,1942,1691
2018-06-02,MX,SQ,1860,1708
2018-06-02,LV,EE,1361,1496
2018-06-02,IS,NO,1769,1631
2018-06-02,NO,IS,1631,1769
2018-06-02,NE,UG,1306,1415
2018-06-02,NG,EN,1691,1942
2018-06-02,EE,LV,1496,1361
2018-06-02,ZM,,1461,1380
2018-06-02,PT,BE,1966,1926
2018-06-02,BE,PT,1926,1966
2018-06-02,SI,ME,1626,1595
2018-06-02,ME,SI,1595,1626
2018-06-02,SQ,MX,1708,1860
2018-06-02,SW,LS,1288,1277
2018-06-02,LS,SW,1277,1288
2018-06-02,NZ,KE,1493,1385
2018-06-02,UG,NE,1415,1306
2018-06-02,DK,SE,1843,1792
2018-06-02,KE,NZ,1385,1493
2018-06-02,CN,TH,1534,1384
2018-06-02,TH,CN,1384,1534
2018-06-02,SV,HN,1470,1590
2018-06-02,HN,SV,1590,1470
2018-06-02,DE,AT,2075,1748
2018-06-02,SE,DK,1792,1843
2018-06-02,IE,US,1729,1755
2018-06-02,AT,DE,1748,2075
2018-06-02,US,IE,1755,1729
2018-06-03,AD,CV,1038,1427
2018-06-03,HR,BR,1848,2135
2018-06-03,ZW,BW,1436,1323
2018-06-03,BW,ZW,1323,1436
2018-06-03,UA,AL,1750,1560
2018-06-03,BR,HR,2135,1848
2018-06-03,BB,BZ,1134,1170
2018-06-03,CV,AD,1427,1038
2018-06-03,SA,PE,1589,1916
2018-06-03,PE,SA,1916,1589
2018-06-03,ES,CH,2041,1884
2018-06-03,ZA,MG,1543,1375
2018-06-03,BZ,BB,1170,1134
2018-06-03,MG,ZA,1375,1543
2018-06-03,CH,ES,1884,2041
2018-06-03,CR,EI,1753,1676
2018-06-03,EI,CR,1676,1753
2018-06-03,AL,UA,1560,1750
2018-06-04,MD,AM,1326,1453
2018-06-04,IN,KE,1198,1350
2018-06-04,IT,NL,1890,1907
2018-06-04,SK,MA,1751,1721
2018-06-04,KE,IN,1350,1198
2018-06-04,NL,IT,1907,1890
2018-06-04,RS,CL,1775,1867
2018-06-04,CL,RS,1867,1775
2018-06-04,MA,SK,1721,1751
2018-06-04,AM,MD,1453,1326
2018-06-05,LU,GE,1344,1495
2018-06-05,TW,NZ,984,1495
2018-06-05,AZ,KZ,1384,1368
2018-06-05,KZ,AZ,1368,1384
2018-06-05,LV,LT,1367,1394
2018-06-05,LT,LV,1394,1367
2018-06-05,RO,FI,1726,1596
2018-06-05,BW,SW,1350,1261
2018-06-05,GE,LU,1495,1344
2018-06-05,GF,MQ,1358,1441
2018-06-05,SW,BW,1261,1350
2018-06-05,FI,RO,1596,1726
2018-06-05,MQ,GF,1441,1358
2018-06-05,RU,TR,1677,1727
2018-06-05,TR,RU,1727,1677
2018-06-05,ZA,,1556,1367
2018-06-05,NZ,TW,1495,984
2018-06-06,NG,CZ,1681,1712
2018-06-06,CZ,NG,1712,1681
2018-06-06,LS,ZW,1286,1427
2018-06-06,ZW,LS,1427,1286
2018-06-06,HU,BY,1584,1529
2018-06-06,BE,EG,1929,1639
2018-06-06,NO,PA,1639,1657
2018-06-06,EG,BE,1639,1929
2018-06-06,BY,HU,1529,1584
2018-06-06,MG,ZM,1360,1476
2018-06-06,PA,NO,1657,1639
2018-06-06,ZM,MG,1476,1360
2018-06-07,UZ,UY,1600,1892
2018-06-07,NZ,IN,1502,1191
2018-06-07,UY,UZ,1892,1600
2018-06-07,EN,CR,1947,1748
2018-06-07,CR,EN,1748,1947
2018-06-07,GP,GF,1241,1374
2018-06-07,DZ,PT,1505,1967
2018-06-07,KR,BO,1728,1674
2018-06-07,IN,NZ,1191,1502
2018-06-07,BO,KR,1674,1728
2018-06-07,GF,GP,1374,1241
2018-06-07,GH,IS,1641,1763
2018-06-07,IS,GH,1763,1641
2018-06-07,PT,DZ,1967,1505
2018-06-08,KE,TW,1356,978
2018-06-08,PL,CL,1828,1869
2018-06-08,CL,PL,1869,1828
2018-06-08,CH,JP,1888,1666
2018-06-08,LS,MG,1310,1336
2018-06-08,JP,CH,1666,1888
2018-06-08,MG,LS,1336,1310
2018-06-08,TW,KE,978,1356
2018-06-08,HR,SN,1853,1731
2018-06-08,IR,LT,1790,1392
2018-06-08,BW,ZA,1340,1566
2018-06-08,SA,DE,1588,2076
2018-06-08,SN,HR,1731,1853
2018-06-08,LT,IR,1392,1790
2018-06-08,DE,SA,2076,1588
2018-06-08,ZA,BW,1566,1340
2018-06-09,RS,BO,1788,1661
2018-06-09,TV,HG,779,773
2018-06-09,LV,AZ,1348,1403
2018-06-09,HG,TV,773,779
2018-06-09,AZ,LV,1403,1348
2018-06-09,BY,FI,1521,1604
2018-06-09,EE,MA,1486,1731
2018-06-09,DK,MX,1854,1849
2018-06-09,BO,RS,1661,1788
2018-06-09,MA,EE,1731,1486
2018-06-09,MX,DK,1849,1854
2018-06-09,FI,BY,1604,1521
2018-06-09,ZM,ZW,1442,1461
2018-06-09,ES,TN,2043,1651
2018-06-09,TN,ES,1651,2043
2018-06-09,ZW,ZM,1461,1442
2018-06-09,FR,US,1986,1762
2018-06-09,SE,PE,1793,1915
2018-06-09,HU,AU,1575,1743
2018-06-09,AU,HU,1743,1575
2018-06-09,PE,SE,1915,1793
2018-06-09,US,FR,1762,1986
2018-06-10,IN,KE,1218,1329
2018-06-10,BR,AT,2141,1742
2018-06-10,AT,BR,1742,2141
2018-06-10,KE,IN,1329,1218
2018-06-11,KR,SN,1713,1746
2018-06-11,BE,CR,1935,1742
2018-06-11,CR,BE,1742,1935
2018-06-11,SN,KR,1746,1713
2018-06-12,PY,JP,1727,1684
2018-06-12,JP,PY,1684,1727
2018-06-12,LT,PL,1390,1830
2018-06-12,PL,LT,1830,1390
2018-06-14,SA,RU,1558,1707
2018-06-14,RU,SA,1707,1558
2018-06-15,PT,ES,1973,2037
2018-06-15,MA,IR,1706,1815
2018-06-15,IR,MA,1815,1706
2018-06-15,EG,UY,1628,1903
2018-06-15,ES,PT,2037,1973
2018-06-15,UY,EG,1903,1628
2018-06-16,AR,IS,1967,1780
2018-06-16,HR,NG,1877,1657
2018-06-16,IS,AR,1780,1967
2018-06-16,NG,HR,1657,1877
2018-06-16,FR,AU,1998,1731
2018-06-16,AU,FR,1731,1998
2018-06-16,PE,DK,1880,1889
2018-06-16,DK,PE,1889,1880
2018-06-17,RS,CR,1814,1716
2018-06-17,CH,BR,1907,2122
2018-06-17,CR,RS,1716,1814
2018-06-17,MX,DE,1896,2029
2018-06-17,DE,MX,2029,1896
2018-06-17,BR,CH,2122,1907
2018-06-18,SE,KR,1816,1690
2018-06-18,TN,EN,1642,1956
2018-06-18,EN,TN,1956,1642
2018-06-18,BE,PA,1953,1639
2018-06-18,KR,SE,1690,1816
2018-06-18,PA,BE,1639,1953
2018-06-19,RU,EG,1731,1604
2018-06-19,EG,RU,1604,1731
2018-06-19,CO,JP,1879,1732
2018-06-19,SN,PL,1783,1793
2018-06-19,PL,SN,1793,1783
2018-06-19,JP,CO,1732,1879
2018-06-20,PT,MA,1984,1695
2018-06-20,IR,ES,1802,2050
2018-06-20,ES,IR,2050,1802
2018-06-20,MA,PT,1695,1984
2018-06-20,UY,SA,1910,1551
2018-06-20,SA,UY,1551,1910
2018-06-21,AR,HR,1901,1943
2018-06-21,PE,FR,1860,2018
2018-06-21,HR,AR,1943,1901
2018-06-21,FR,PE,2018,1860
2018-06-21,DK,AU,1876,1744
2018-06-21,AU,DK,1744,1876
2018-06-22,CH,RS,1929,1792
2018-06-22,NG,IS,1717,1720
2018-06-22,IS,NG,1720,1717
2018-06-22,CR,BR,1708,2130
2018-06-22,BR,CR,2130,1708
2018-06-22,RS,CH,1792,1929
2018-06-23,TN,BE,1627,1968
2018-06-23,SE,DE,1802,2043
2018-06-23,BE,TN,1968,1627
2018-06-23,KR,MX,1676,1910
2018-06-23,DE,SE,2043,1802
2018-06-23,MX,KR,1910,1676
2018-06-24,PL,CO,1753,1919
2018-06-24,EN,PA,1973,1622
2018-06-24,PA,EN,1622,1973
2018-06-24,CO,PL,1919,1753
2018-06-24,JP,SN,1736,1779
2018-06-24,SN,JP,1779,1736
2018-06-25,SA,EG,1586,1569
2018-06-25,PT,IR,1970,1816
2018-06-25,MA,ES,1718,2027
2018-06-25,RU,UY,1690,1951
2018-06-25,ES,MA,2027,1718
2018-06-25,UY,RU,1951,1690
2018-06-25,EG,SA,1569,1586
2018-06-25,IR,PT,1816,1970
2018-06-26,AR,NG,1916,1702
2018-06-26,PE,AU,1891,1713
2018-06-26,NG,AR,1702,1916
2018-06-26,AU,PE,1713,1891
2018-06-26,IS,HR,1707,1956
2018-06-26,HR,IS,1956,1707
2018-06-26,FR,DK,2006,1888
2018-06-26,DK,FR,1888,2006
2018-06-27,BR,RS,2141,1781
2018-06-27,KR,DE,1756,1963
2018-06-27,RS,BR,1781,2141
2018-06-27,SE,MX,1870,1842
2018-06-27,MX,SE,1842,1870
2018-06-27,DE,KR,1963,1756
2018-06-27,CR,CH,1725,1912
2018-06-27,CH,CR,1912,1725
2018-06-28,PA,TN,1592,1657
2018-06-28,BE,EN,1998,1943
2018-06-28,EN,BE,1943,1998
2018-06-28,TN,PA,1657,1592
2018-06-28,JP,PL,1707,1782
2018-06-28,PL,JP,1782,1707
2018-06-28,CO,SN,1938,1760
2018-06-28,SN,CO,1760,1938
2018-06-30,UY,PT,1983,1938
2018-06-30,AR,FR,1894,2028
2018-06-30,FR,AR,2028,1894
2018-06-30,PT,UY,1938,1983
2018-07-01,ES,RU,2009,1708
2018-07-01,RU,ES,1708,2009
2018-07-01,HR,DK,1950,1894
2018-07-01,DK,HR,1894,1950
2018-07-02,MX,BR,1828,2155
2018-07-02,BE,JP,2007,1698
2018-07-02,BR,MX,2155,1828
2018-07-02,JP,BE,1698,2007
2018-07-03,EN,CO,1943,1938
2018-07-03,CH,SE,1878,1904
2018-07-03,CO,EN,1938,1943
2018-07-03,SE,CH,1904,1878
2018-07-05,FJ,MY,1230,1069
2018-07-05,MY,FJ,1069,1230
2018-07-06,UY,FR,1944,2067
2018-07-06,BE,BR,2049,2113
2018-07-06,BR,BE,2113,2049
2018-07-06,FR,UY,2067,1944
2018-07-07,RU,HR,1720,1938
2018-07-07,EN,SE,1983,1864
2018-07-07,HR,RU,1938,1720
2018-07-07,SE,EN,1864,1983
2018-07-10,FR,BE,2095,2021
2018-07-10,BE,FR,2021,2095
2018-07-11,HR,EN,1972,1949
2018-07-11,EN,HR,1949,1972
2018-07-14,BE,EN,2057,1913
2018-07-14,EN,BE,1913,2057
2018-07-15,HR,FR,1942,2125
2018-07-15,FR,HR,2125,1942
2018-07-22,LR,SL,1303,1375
2018-07-22,SL,LR,1375,1303
2018-07-25,SX,VG,844,622
2018-07-25,VG,SX,622,844
2018-07-27,MF,VG,840,628
2018-07-27,VG,MF,628,840
2018-07-28,VG,BL,643,698
2018-07-28,BL,VG,698,643
2018-08-04,BZ,BB,1176,1128
2018-08-04,PS,IQ,1385,1567
2018-08-04,BB,BZ,1128,1176
2018-08-04,IQ,PS,1567,1385
2018-08-11,GP,DM,1234,1018
2018-08-11,DM,GP,1018,1234
2018-08-15,GT,CU,1515,1292
2018-08-15,CU,GT,1292,1515
2018-08-17,GD,JM,1096,1577
2018-08-17,JM,GD,1577,1096
2018-08-18,GF,SR,1344,1273
2018-08-18,GT,CU,1518,1289
2018-08-18,CU,GT,1289,1518
2018-08-18,AD,AE,1047,1524
2018-08-18,AE,AD,1524,1047
2018-08-18,SR,GF,1273,1344
2018-08-19,AF,PS,1162,1381
2018-08-19,PS,AF,1381,1162
2018-08-20,BB,JM,1136,1569
2018-08-20,JM,BB,1569,1136
