date,team_code,opponent_code,elo_before,opp_elo_before
2019-06-09,CO,PE,1974,1821
2019-06-09,BR,HN,2134,1600
2019-06-09,VE,US,1784,1726
2019-06-09,US,VE,1726,1784
2019-06-09,ZM,CM,1439,1606
2019-06-09,SV,JP,1533,1771
2019-06-09,EN,CH,1939,1900
2019-06-09,CH,EN,1900,1939
2019-06-09,CM,ZM,1606,1439
2019-06-09,JP,SV,1771,1533
2019-06-09,HN,BR,1600,2134
2019-06-09,PE,CO,1821,1974
2019-06-09,MX,EC,1831,1752
2019-06-09,EC,MX,1752,1831
2019-06-09,UG,TM,1431,1232
2019-06-09,CD,BF,1548,1531
2019-06-09,NL,PT,1979,1980
2019-06-09,TM,UG,1232,1431
2019-06-09,PY,GT,1705,1495
2019-06-09,GT,PY,1495,1705
2019-06-09,BF,CD,1531,1548
2019-06-09,GH,,1613,1370
2019-06-09,PT,NL,1980,1979
2019-06-10,LV,SI,1250,1572
2019-06-10,NO,FO,1684,1225
2019-06-10,FO,NO,1225,1684
2019-06-10,KO,BG,1543,1579
2019-06-10,BG,KO,1579,1543
2019-06-10,GE,DK,1527,1890
2019-06-10,AT,NM,1736,1496
2019-06-10,DK,GE,1890,1527
2019-06-10,LU,UA,1356,1825
2019-06-10,RO,MT,1750,1189
2019-06-10,SI,LV,1572,1250
2019-06-10,SE,ES,1826,2028
2019-06-10,LT,RS,1323,1800
2019-06-10,UA,LU,1825,1356
2019-06-10,FJ,VU,1235,1210
2019-06-10,PL,IL,1803,1597
2019-06-10,VU,FJ,1210,1235
2019-06-10,IL,PL,1597,1803
2019-06-10,RS,LT,1800,1323
2019-06-10,ES,SE,2028,1826
2019-06-10,NM,AT,1496,1736
2019-06-10,CA,TT,1565,1430
2019-06-10,TT,CA,1430,1565
2019-06-10,IE,GI,1728,1093
2019-06-10,MT,RO,1189,1750
2019-06-10,ME,CZ,1561,1737
2019-06-10,CZ,ME,1737,1561
2019-06-10,GI,IE,1093,1728
2019-06-11,MN,BN,703,624
2019-06-11,SY,UZ,1519,1624
2019-06-11,FR,AD,2049,1065
2019-06-11,BD,LA,818,693
2019-06-11,UZ,SY,1624,1519
2019-06-11,DZ,BI,1532,1361
2019-06-11,BN,MN,624,703
2019-06-11,AD,FR,1065,2049
2019-06-11,LA,BD,693,818
2019-06-11,IR,KR,1797,1787
2019-06-11,BI,DZ,1361,1532
2019-06-11,SK,AZ,1762,1365
2019-06-11,EI,BY,1678,1499
2019-06-11,AZ,SK,1365,1762
2019-06-11,KR,IR,1787,1797
2019-06-11,DE,EE,1970,1459
2019-06-11,EE,DE,1459,1970
2019-06-11,BY,EI,1499,1678
2019-06-11,AL,MD,1503,1303
2019-06-11,CY,RU,1404,1764
2019-06-11,RU,CY,1764,1404
2019-06-11,BT,GU,575,780
2019-06-11,TL,MY,642,1131
2019-06-11,MY,TL,1131,642
2019-06-11,HT,GY,1511,1178
2019-06-11,GY,HT,1178,1511
2019-06-11,KG,PS,1294,1393
2019-06-11,SG,MM,1108,1057
2019-06-11,MM,SG,1057,1108
2019-06-11,HR,TN,1885,1666
2019-06-11,PS,KG,1393,1294
2019-06-11,TN,HR,1666,1885
2019-06-11,BE,SQ,2048,1664
2019-06-11,SQ,BE,1664,2048
2019-06-11,MD,AL,1303,1503
2019-06-11,CN,TJ,1484,1207
2019-06-11,TJ,CN,1207,1484
2019-06-11,GU,BT,780,575
2019-06-11,BJ,GN,1410,1438
2019-06-11,GN,BJ,1438,1410
2019-06-11,HU,WA,1669,1746
2019-06-11,SM,KZ,830,1384
2019-06-11,LI,FI,1119,1677
2019-06-11,FI,LI,1677,1119
2019-06-11,KZ,SM,1384,830
2019-06-11,KH,PK,842,879
2019-06-11,HK,TW,1188,995
2019-06-11,TW,HK,995,1188
2019-06-11,PK,KH,879,842
2019-06-11,GR,AM,1574,1461
2019-06-11,IS,TR,1693,1759
2019-06-11,TR,IS,1759,1693
2019-06-11,BA,IT,1744,1921
2019-06-11,IT,BA,1921,1744
2019-06-11,JO,ID,1493,1211
2019-06-11,ID,JO,1211,1493
2019-06-11,WA,HU,1746,1669
2019-06-11,AM,GR,1461,1574
2019-06-12,GM,MA,1351,1685
2019-06-12,MA,GM,1685,1351
2019-06-13,EG,TZ,1600,1358
2019-06-13,TZ,EG,1358,1600
2019-06-14,ML,CM,1528,1604
2019-06-14,CM,ML,1604,1528
2019-06-14,BO,BR,1634,2137
2019-06-14,BR,BO,2137,1634
2019-06-14,MG,MR,1315,1356
2019-06-14,MR,MG,1356,1315
2019-06-15,MX,CU,1837,1323
2019-06-15,CU,MX,1323,1837
2019-06-15,VU,ID,1195,1226
2019-06-15,ID,VU,1226,1195
2019-06-15,CO,AR,2004,1877
2019-06-15,CA,MQ,1599,1430
2019-06-15,CI,UG,1596,1446
2019-06-15,AR,CO,1877,2004
2019-06-15,CD,KE,1544,1392
2019-06-15,KE,CD,1392,1544
2019-06-15,UG,CI,1446,1596
2019-06-15,VE,PE,1787,1818
2019-06-15,PE,VE,1818,1787
2019-06-15,GH,ZA,1610,1525
2019-06-15,ZA,GH,1525,1610
2019-06-15,MQ,CA,1430,1599
2019-06-16,ZM,MA,1457,1667
2019-06-16,EG,GN,1605,1433
2019-06-16,UY,EC,1957,1728
2019-06-16,GN,EG,1433,1605
2019-06-16,CR,NI,1705,1292
2019-06-16,NI,CR,1292,1705
2019-06-16,QA,PY,1764,1710
2019-06-16,PY,QA,1710,1764
2019-06-16,DZ,ML,1542,1518
2019-06-16,MA,ZM,1667,1457
2019-06-16,ML,DZ,1518,1542
2019-06-16,NG,SN,1700,1770
2019-06-16,TZ,ZW,1361,1481
2019-06-16,EC,UY,1728,1957
2019-06-16,ZW,TZ,1481,1361
2019-06-16,SN,NG,1770,1700
2019-06-16,BM,HT,1222,1519
2019-06-16,HT,BM,1519,1222
2019-06-17,CW,SV,1317,1545
2019-06-17,HN,JM,1579,1573
2019-06-17,CL,JP,1874,1733
2019-06-17,TN,BI,1668,1359
2019-06-17,BI,TN,1359,1668
2019-06-17,JP,CL,1733,1874
2019-06-17,JM,HN,1573,1579
2019-06-17,SV,CW,1545,1317
2019-06-18,VE,BR,1809,2115
2019-06-18,MR,BJ,1343,1423
2019-06-18,BJ,MR,1423,1343
2019-06-18,GY,US,1176,1728
2019-06-18,US,GY,1728,1176
2019-06-18,TT,PA,1406,1588
2019-06-18,BO,PE,1615,1837
2019-06-18,BR,VE,2115,1809
2019-06-18,PE,BO,1837,1615
2019-06-18,PA,TT,1588,1406
2019-06-19,CA,MX,1584,1852
2019-06-19,MQ,CU,1461,1292
2019-06-19,PY,AR,1721,1866
2019-06-19,CU,MQ,1292,1461
2019-06-19,MX,CA,1852,1584
2019-06-19,QA,CO,1754,2014
2019-06-19,CO,QA,2014,1754
2019-06-19,CI,ZM,1607,1446
2019-06-19,ZM,CI,1446,1607
2019-06-19,AR,PY,1866,1721
2019-06-20,CR,BM,1708,1219
2019-06-20,BM,CR,1219,1708
2019-06-20,NI,HT,1276,1535
2019-06-20,HT,NI,1535,1276
2019-06-20,UY,JP,1943,1747
2019-06-20,JP,UY,1747,1943
2019-06-21,JM,SV,1571,1547
2019-06-21,ZW,EG,1470,1616
2019-06-21,EG,ZW,1616,1470
2019-06-21,SV,JM,1547,1571
2019-06-21,EC,CL,1713,1889
2019-06-21,CL,EC,1889,1713
2019-06-21,HN,CW,1538,1358
2019-06-21,CW,HN,1358,1538
2019-06-22,MG,GN,1323,1425
2019-06-22,GY,PA,1170,1594
2019-06-22,GN,MG,1425,1323
2019-06-22,PA,GY,1594,1170
2019-06-22,NG,BI,1706,1353
2019-06-22,VE,BO,1827,1597
2019-06-22,TT,US,1397,1737
2019-06-22,US,TT,1737,1397
2019-06-22,BO,VE,1597,1827
2019-06-22,UG,CD,1494,1496
2019-06-22,PE,BR,1827,2125
2019-06-22,BI,NG,1353,1706
2019-06-22,BR,PE,2125,1827
2019-06-22,CD,UG,1496,1494
2019-06-23,AR,QA,1892,1728
2019-06-23,CO,PY,2022,1713
2019-06-23,PY,CO,1713,2022
2019-06-23,MA,,1675,1362
2019-06-23,QA,AR,1728,1892
2019-06-23,DZ,KE,1564,1370
2019-06-23,SN,TZ,1777,1354
2019-06-23,KE,DZ,1370,1564
2019-06-23,MQ,MX,1456,1857
2019-06-23,MX,MQ,1857,1456
2019-06-23,TZ,SN,1354,1777
2019-06-23,CU,CA,1274,1602
2019-06-23,CA,CU,1602,1274
2019-06-24,ML,MR,1541,1320
2019-06-24,JP,EC,1745,1715
2019-06-24,UY,CL,1964,1868
2019-06-24,ZA,CI,1506,1626
2019-06-24,MR,ML,1320,1541
2019-06-24,BM,NI,1263,1232
2019-06-24,NI,BM,1232,1263
2019-06-24,EC,JP,1715,1745
2019-06-24,CR,HT,1671,1572
2019-06-24,CL,UY,1868,1964
2019-06-24,TN,AO,1650,1378
2019-06-24,AO,TN,1378,1650
2019-06-24,CI,ZA,1626,1506
2019-06-24,HT,CR,1572,1671
2019-06-25,GW,CM,1279,1615
2019-06-25,HN,SV,1586,1499
2019-06-25,BJ,GH,1435,1598
2019-06-25,CM,GW,1615,1279
2019-06-25,CW,JM,1372,1557
2019-06-25,JM,CW,1557,1372
2019-06-25,GH,BJ,1598,1435
2019-06-25,SV,HN,1499,1586
2019-06-26,ZW,UG,1472,1492
2019-06-26,UG,ZW,1492,1472
2019-06-26,PA,US,1584,1747
2019-06-26,CD,EG,1480,1632
2019-06-26,EG,CD,1632,1480
2019-06-26,TT,GY,1383,1184
2019-06-26,GY,TT,1184,1383
2019-06-26,US,PA,1747,1584
2019-06-26,GN,NG,1417,1714
2019-06-26,NG,GN,1714,1417
2019-06-27,SN,DZ,1738,1603
2019-06-27,BI,MG,1326,1350
2019-06-27,TZ,KE,1330,1394
2019-06-27,MG,BI,1350,1326
2019-06-27,KE,TZ,1394,1330
2019-06-27,BR,PY,2102,1736
2019-06-27,PY,BR,1736,2102
2019-06-27,DZ,SN,1603,1738
2019-06-28,ML,TN,1549,1642
2019-06-28,CO,CL,2012,1878
2019-06-28,CL,CO,1878,2012
2019-06-28,CI,MA,1605,1696
2019-06-28,VE,AR,1796,1923
2019-06-28,MA,CI,1696,1605
2019-06-28,AR,VE,1923,1796
2019-06-28,TN,ML,1642,1549
2019-06-28,ZA,,1521,1347
2019-06-29,BJ,GW,1424,1290
2019-06-29,CM,GH,1614,1599
2019-06-29,UY,PE,1955,1836
2019-06-29,HT,CA,1599,1575
2019-06-29,MX,CR,1845,1683
2019-06-29,CR,MX,1683,1845
2019-06-29,CA,HT,1575,1599
2019-06-29,PE,UY,1836,1955
2019-06-29,GH,CM,1599,1614
2019-06-29,GW,BJ,1290,1424
2019-06-29,MR,AO,1324,1374
2019-06-29,AO,MR,1374,1324
2019-06-30,GN,BI,1445,1298
2019-06-30,BI,GN,1298,1445
2019-06-30,PA,JM,1557,1584
2019-06-30,MG,NG,1417,1647
2019-06-30,ZW,CD,1426,1526
2019-06-30,CD,ZW,1526,1426
2019-06-30,UG,EG,1477,1647
2019-06-30,EG,UG,1647,1477
2019-06-30,US,CW,1750,1369
2019-06-30,CW,US,1369,1750
2019-06-30,NG,MG,1647,1417
2019-06-30,JM,PA,1584,1557
2019-07-01,SN,KE,1749,1383
2019-07-01,KE,SN,1383,1749
2019-07-01,TZ,DZ,1315,1618
2019-07-01,DZ,TZ,1618,1315
2019-07-01,CI,,1621,1331
2019-07-01,MA,ZA,1709,1508
2019-07-01,ZA,MA,1508,1709
2019-07-02,AO,ML,1361,1562
2019-07-02,ML,AO,1562,1361
2019-07-02,GW,GH,1279,1610
2019-07-02,BR,AR,2115,1910
2019-07-02,AR,BR,1910,2115
2019-07-02,GH,GW,1610,1279
2019-07-02,TN,MR,1624,1342
2019-07-02,MX,HT,1855,1589
2019-07-02,BJ,CM,1436,1602
2019-07-02,CM,BJ,1602,1436
2019-07-02,HT,MX,1589,1855
2019-07-02,MR,TN,1342,1624
2019-07-03,JM,US,1571,1763
2019-07-03,PE,CL,1885,1829
2019-07-03,US,JM,1763,1571
2019-07-03,CL,PE,1829,1885
2019-07-05,SN,UG,1758,1468
2019-07-05,UG,SN,1468,1758
2019-07-05,MA,BJ,1693,1452
2019-07-05,BJ,MA,1452,1693
2019-07-06,EG,ZA,1607,1548
2019-07-06,ZA,EG,1548,1607
2019-07-06,NG,CM,1669,1580
2019-07-06,CM,NG,1580,1669
2019-07-06,AR,CL,1929,1810
2019-07-06,CL,AR,1810,1929
2019-07-07,PE,BR,1875,2125
2019-07-07,TJ,IN,1239,1227
2019-07-07,IN,TJ,1227,1239
2019-07-07,MX,US,1881,1737
2019-07-07,US,MX,1737,1881
2019-07-07,DZ,GN,1642,1421
2019-07-07,BR,PE,2125,1875
2019-07-07,CD,MG,1518,1425
2019-07-07,GN,DZ,1421,1642
2019-07-07,MG,CD,1425,1518
2019-07-08,ML,CI,1541,1642
2019-07-08,SB,TV,1218,770
2019-07-08,PG,WS,1104,677
2019-07-08,SY,KP,1532,1315
2019-07-08,TV,SB,770,1218
2019-07-08,WS,PG,677,1104
2019-07-08,AS,NC,461,1169
2019-07-08,NC,AS,1169,461
2019-07-08,CI,ML,1642,1541
2019-07-08,GH,TN,1611,1623
2019-07-08,TN,GH,1623,1611
2019-07-08,KP,SY,1315,1532
2019-07-08,FJ,TI,1253,1184
2019-07-08,TI,FJ,1184,1253
2019-07-10,VU,PG,1157,1142
2019-07-10,SB,NC,1184,1203
2019-07-10,NG,ZA,1686,1531
2019-07-10,TJ,SY,1277,1494
2019-07-10,SY,TJ,1494,1277
2019-07-10,ZA,NG,1531,1686
2019-07-10,AS,FJ,460,1254
2019-07-10,PG,VU,1142,1157
2019-07-10,NC,SB,1203,1184
2019-07-10,FJ,AS,1254,460
2019-07-10,SN,BJ,1765,1445
2019-07-10,TV,TI,762,1192
2019-07-10,BJ,SN,1445,1765
2019-07-10,TI,TV,1192,762
2019-07-11,MG,TN,1404,1644
2019-07-11,CI,DZ,1642,1642
2019-07-11,DZ,CI,1642,1642
2019-07-11,TN,MG,1644,1404
2019-07-12,AS,TV,474,748
2019-07-12,TV,AS,748,474
2019-07-12,FJ,NC,1231,1226
2019-07-12,NC,FJ,1226,1231
2019-07-12,WS,TO,689,533
2019-07-12,TO,WS,533,689
2019-07-12,TI,SB,1226,1150
2019-07-12,SB,TI,1150,1226
2019-07-13,KP,IN,1342,1200
2019-07-13,IN,KP,1200,1342
2019-07-14,TN,SN,1627,1782
2019-07-14,DZ,NG,1670,1658
2019-07-14,SN,TN,1782,1627
2019-07-14,NG,DZ,1658,1670
2019-07-15,TJ,KP,1265,1354
2019-07-15,FJ,TV,1237,742
2019-07-15,VU,TO,1160,530
2019-07-15,TV,FJ,742,1237
2019-07-15,KP,TJ,1354,1265
2019-07-15,TO,VU,530,1160
2019-07-15,SB,AS,1152,472
2019-07-15,AS,SB,472,1152
2019-07-15,TI,NC,1191,1261
2019-07-15,NC,TI,1261,1191
2019-07-16,IN,SY,1208,1486
2019-07-16,SY,IN,1486,1208
2019-07-17,TN,NG,1604,1681
2019-07-17,NG,TN,1681,1604
2019-07-18,SC,MU,973,1073
2019-07-18,MU,SC,1073,973
2019-07-18,TV,NC,737,1266
2019-07-18,FJ,SB,1232,1157
2019-07-18,SB,FJ,1157,1232
2019-07-18,PG,TO,1145,527
2019-07-18,NC,TV,1266,737
2019-07-18,TO,PG,527,1145
2019-07-18,RE,MV,1386,977
2019-07-18,WS,VU,677,1172
2019-07-18,VU,WS,1172,677
2019-07-18,YT,KM,1233,1081
2019-07-18,KM,YT,1081,1233
2019-07-18,MV,RE,977,1386
2019-07-19,DZ,SN,1703,1749
2019-07-19,TJ,KP,1254,1365
2019-07-19,SN,DZ,1749,1703
2019-07-19,KP,TJ,1365,1254
2019-07-20,KM,MV,1100,958
2019-07-20,FJ,PG,1227,1150
2019-07-20,MG,SC,1391,986
2019-07-20,SC,MG,986,1391
2019-07-20,PG,FJ,1150,1227
2019-07-20,MV,KM,958,1100
2019-07-22,YT,MV,1232,950
2019-07-22,MV,YT,950,1232
2019-07-22,SO,DJ,835,797
2019-07-22,MU,MG,1081,1383
2019-07-22,DJ,SO,797,835
2019-07-22,MG,MU,1383,1081
2019-07-22,KM,RE,1125,1370
2019-07-22,RE,KM,1370,1125
2019-07-24,MU,YT,1098,1215
2019-07-24,RE,SC,1376,980
2019-07-24,SC,RE,980,1376
2019-07-24,YT,MU,1215,1098
2019-07-26,YT,SC,1224,971
2019-07-26,SC,YT,971,1224
2019-07-28,RE,MU,1369,1105
2019-07-28,MU,RE,1105,1369
2019-07-30,LB,IQ,1436,1603
2019-07-30,IQ,LB,1603,1436
2019-07-30,PS,YE,1401,1148
2019-07-30,YE,PS,1148,1401
2019-08-02,SY,LB,1463,1459
2019-08-02,PS,IQ,1395,1609
2019-08-02,IQ,PS,1609,1395
2019-08-02,LB,SY,1459,1463
2019-08-04,KW,SA,1457,1540
2019-08-04,SA,KW,1540,1457
2019-08-04,BH,JO,1443,1469
2019-08-04,JO,BH,1469,1443
2019-08-05,LB,PS,1455,1399
2019-08-05,SY,YE,1449,1162
2019-08-05,YE,SY,1162,1449
2019-08-05,PS,LB,1399,1455
2019-08-07,SA,BH,1535,1448
2019-08-07,JO,KW,1468,1458
2019-08-07,BH,SA,1448,1535
2019-08-07,KW,JO,1458,1468
2019-08-08,YE,LB,1196,1421
2019-08-08,IQ,SY,1596,1462
2019-08-08,LB,YE,1421,1196
2019-08-08,SY,IQ,1462,1596
2019-08-10,SA,JO,1493,1510
2019-08-10,JO,SA,1510,1493
2019-08-10,BH,KW,1469,1437
2019-08-10,KW,BH,1437,1469
2019-08-11,IQ,YE,1598,1194
2019-08-11,PS,SY,1423,1438
2019-08-11,SY,PS,1438,1423
2019-08-11,TT,VC,1369,1135
2019-08-11,YE,IQ,1194,1598
2019-08-11,VC,TT,1135,1369
2019-08-14,DO,GT,1230,1490
2019-08-14,IQ,BH,1566,1501
2019-08-14,BH,IQ,1501,1566
2019-08-14,GT,DO,1490,1230
2019-08-25,KN,AG,1236,1182
2019-08-25,AG,KN,1182,1236
2019-08-27,AG,KN,1176,1242
2019-08-27,KN,AG,1242,1176
2019-08-28,YE,OM,1192,1504
2019-08-28,OM,YE,1504,1192
2019-08-29,TW,GU,1000,775
2019-08-29,GU,TW,775,1000
2019-08-30,AE,DO,1492,1223
2019-08-30,DO,AE,1223,1492
2019-08-30,MY,JO,1128,1513
2019-08-30,VC,BZ,1138,1139
2019-08-30,BZ,VC,1139,1138
2019-08-30,JO,MY,1513,1128
2019-08-30,CN,MM,1486,1055
2019-08-30,MM,CN,1055,1486
2019-08-31,LK,AE,685,1492
2019-08-31,AE,LK,1492,685
2019-09-01,BZ,VC,1146,1131
2019-09-01,VC,BZ,1131,1146
2019-09-04,SS,GQ,1032,1318
2019-09-04,SL,LR,1331,1355
2019-09-04,DJ,SW,831,1153
2019-09-04,LS,ET,1307,1254
2019-09-04,ET,LS,1254,1307
2019-09-04,ST,GW,1058,1293
2019-09-04,SW,DJ,1153,831
2019-09-04,GQ,SS,1318,1032
2019-09-04,MU,MZ,1089,1285
2019-09-04,MZ,MU,1285,1089
2019-09-04,BI,TZ,1293,1320
2019-09-04,TZ,BI,1320,1293
2019-09-04,BF,LY,1539,1450
2019-09-04,LR,SL,1355,1331
2019-09-04,LY,BF,1450,1539
2019-09-04,ER,,1062,1343
2019-09-04,GW,ST,1293,1058
2019-09-05,GU,MV,759,966
2019-09-05,RO,ES,1739,2039
2019-09-05,EI,LU,1680,1354
2019-09-05,LU,EI,1354,1680
2019-09-05,IN,OM,1198,1514
2019-09-05,MT,NO,1187,1686
2019-09-05,PR,HN,974,1587
2019-09-05,HK,KH,1176,854
2019-09-05,PA,BM,1574,1246
2019-09-05,KH,HK,854,1176
2019-09-05,QA,AF,1730,1137
2019-09-05,NO,MT,1686,1187
2019-09-05,ES,RO,2039,1739
2019-09-05,BM,PA,1246,1574
2019-09-05,HN,PR,1587,974
2019-09-05,YE,SG,1193,1107
2019-09-05,OM,IN,1514,1198
2019-09-05,SG,YE,1107,1193
2019-09-05,MV,GU,966,759
2019-09-05,FI,GR,1686,1565
2019-09-05,GR,FI,1565,1686
2019-09-05,MM,MN,1023,735
2019-09-05,MN,MM,735,1023
2019-09-05,AF,QA,1137,1730
2019-09-05,IL,NM,1587,1506
2019-09-05,PS,UZ,1461,1586
2019-09-05,UZ,PS,1586,1461
2019-09-05,DM,SR,1036,1298
2019-09-05,SR,DM,1298,1036
2019-09-05,FO,SE,1221,1830
2019-09-05,SE,FO,1830,1221
2019-09-05,HU,ME,1659,1571
2019-09-05,EC,PE,1729,1861
2019-09-05,BA,LI,1745,1118
2019-09-05,LI,BA,1118,1745
2019-09-05,SD,TD,1272,1213
2019-09-05,TD,SD,1213,1272
2019-09-05,VN,TH,1376,1325
2019-09-05,TH,VN,1325,1376
2019-09-05,IQ,BH,1568,1499
2019-09-05,PE,EC,1861,1729
2019-09-05,BH,IQ,1499,1568
2019-09-05,ME,HU,1571,1659
2019-09-05,VC,NI,1141,1222
2019-09-05,NI,VC,1222,1141
2019-09-05,GI,DK,1091,1892
2019-09-05,DK,GI,1892,1091
2019-09-05,ZW,SO,1387,874
2019-09-05,AR,CL,1926,1813
2019-09-05,CL,AR,1813,1926
2019-09-05,RW,SC,1280,954
2019-09-05,NM,IL,1506,1587
2019-09-05,PH,SY,1119,1455
2019-09-05,SY,PH,1455,1119
2019-09-05,SO,ZW,874,1387
2019-09-05,KW,NP,1439,891
2019-09-05,LK,TM,681,1236
2019-09-05,TM,LK,1236,681
2019-09-05,NP,KW,891,1439
2019-09-05,AM,IT,1454,1928
2019-09-05,TW,JO,997,1516
2019-09-05,IT,AM,1928,1454
2019-09-05,JP,PY,1755,1726
2019-09-05,PY,JP,1726,1755
2019-09-05,SC,RW,954,1280
2019-09-05,JO,TW,1516,997
2019-09-05,MY,ID,1158,1196
2019-09-05,ID,MY,1196,1158
2019-09-05,BB,MF,1137,778
2019-09-05,MF,BB,778,1137
2019-09-05,GD,KN,1132,1220
2019-09-05,KN,GD,1220,1132
2019-09-05,KG,TJ,1277,1271
2019-09-05,TJ,KG,1271,1277
2019-09-05,SA,ML,1492,1542
2019-09-05,AI,GT,556,1490
2019-09-05,ML,SA,1542,1492
2019-09-05,KR,GE,1781,1533
2019-09-05,GE,KR,1533,1781
2019-09-05,KY,VI,937,724
2019-09-05,VI,KY,724,937
2019-09-05,GT,AI,1490,556
2019-09-05,LB,KP,1395,1391
2019-09-05,KP,LB,1391,1395
2019-09-05,CH,IE,1896,1732
2019-09-05,IE,CH,1732,1896
2019-09-06,KM,TG,1132,1337
2019-09-06,TG,KM,1337,1132
2019-09-06,AO,GM,1386,1326
2019-09-06,EE,BY,1436,1522
2019-09-06,BY,EE,1522,1436
2019-09-06,BJ,CI,1460,1627
2019-09-06,GM,AO,1326,1386
2019-09-06,CI,BJ,1627,1460
2019-09-06,GY,AW,1191,912
2019-09-06,AW,GY,912,1191
2019-09-06,RU,SQ,1784,1644
2019-09-06,NL,DE,2017,1932
2019-09-06,AZ,WA,1363,1748
2019-09-06,WA,AZ,1748,1363
2019-09-06,US,MX,1722,1896
2019-09-06,UY,CR,1960,1678
2019-09-06,DE,NL,1932,2017
2019-09-06,CR,UY,1678,1960
2019-09-06,SI,PL,1613,1762
2019-09-06,AG,JM,1171,1576
2019-09-06,CY,KZ,1397,1391
2019-09-06,PL,SI,1762,1613
2019-09-06,MX,US,1896,1722
2019-09-06,SK,HR,1727,1920
2019-09-06,HR,SK,1920,1727
2019-09-06,JM,AG,1576,1171
2019-09-06,SM,BE,830,2048
2019-09-06,BE,SM,2048,830
2019-09-06,MR,TN,1340,1606
2019-09-06,TN,MR,1606,1340
2019-09-06,TT,MQ,1379,1446
2019-09-06,MQ,TT,1446,1379
2019-09-06,CO,BR,2015,2122
2019-09-06,VG,BQ,635,979
2019-09-06,BQ,VG,979,635
2019-09-06,SQ,RU,1644,1784
2019-09-06,BF,MA,1545,1687
2019-09-06,BR,CO,2122,2015
2019-09-06,AT,LV,1739,1247
2019-09-06,LV,AT,1247,1739
2019-09-06,MA,BF,1687,1545
2019-09-06,KZ,CY,1391,1397
2019-09-07,CU,CA,1266,1583
2019-09-07,FR,AL,2051,1501
2019-09-07,AL,FR,1501,2051
2019-09-07,CA,CU,1583,1266
2019-09-07,BG,EN,1574,1944
2019-09-07,MW,BW,1338,1310
2019-09-07,BW,MW,1310,1338
2019-09-07,EN,BG,1944,1574
2019-09-07,UA,LT,1831,1317
2019-09-07,TR,AD,1759,1065
2019-09-07,KO,CZ,1568,1712
2019-09-07,CZ,KO,1712,1568
2019-09-07,DO,MS,1188,800
2019-09-07,SV,LC,1503,1089
2019-09-07,LC,SV,1089,1503
2019-09-07,CW,HT,1396,1562
2019-09-07,HT,CW,1562,1396
2019-09-07,GP,SX,1190,823
2019-09-07,SX,GP,823,1190
2019-09-07,LY,NE,1460,1310
2019-09-07,AD,TR,1065,1759
2019-09-07,NE,LY,1310,1460
2019-09-07,MS,DO,800,1188
2019-09-07,PT,RS,2003,1777
2019-09-07,RS,PT,1777,2003
2019-09-07,MD,IS,1299,1697
2019-09-07,IS,MD,1697,1299
2019-09-07,LT,UA,1317,1831
2019-09-08,CH,GI,1896,1091
2019-09-08,BB,KY,1111,963
2019-09-08,NO,SE,1698,1818
2019-09-08,SE,NO,1818,1698
2019-09-08,FO,ES,1221,2039
2019-09-08,BZ,GD,1120,1158
2019-09-08,UG,KE,1468,1383
2019-09-08,BI,TZ,1300,1313
2019-09-08,KE,UG,1383,1468
2019-09-08,GD,BZ,1158,1120
2019-09-08,KN,GF,1219,1311
2019-09-08,GF,KN,1311,1219
2019-09-08,VI,MF,747,755
2019-09-08,MF,VI,755,747
2019-09-08,LR,SL,1339,1347
2019-09-08,SL,LR,1347,1339
2019-09-08,TZ,BI,1313,1300
2019-09-08,ES,FO,2039,1221
2019-09-08,LI,GR,1136,1547
2019-09-08,GQ,SS,1322,1028
2019-09-08,SR,NI,1321,1199
2019-09-08,NI,SR,1199,1321
2019-09-08,ET,LS,1262,1299
2019-09-08,LS,ET,1299,1262
2019-09-08,IT,FI,1940,1674
2019-09-08,FI,IT,1674,1940
2019-09-08,BA,AM,1700,1499
2019-09-08,AM,BA,1499,1700
2019-09-08,KY,BB,963,1111
2019-09-08,GI,CH,1091,1896
2019-09-08,GR,LI,1547,1136
2019-09-08,DM,VC,1027,1150
2019-09-08,VC,DM,1150,1027
2019-09-08,DK,GE,1879,1546
2019-09-08,GE,DK,1546,1879
2019-09-08,SS,GQ,1028,1322
2019-09-08,BM,PA,1301,1519
2019-09-08,RO,MT,1740,1186
2019-09-08,PA,BM,1519,1301
2019-09-08,MT,RO,1186,1740
2019-09-09,CY,SM,1402,825
2019-09-09,HU,SK,1637,1749
2019-09-09,EE,NL,1432,2021
2019-09-09,NL,EE,2021,1432
2019-09-09,SM,CY,825,1402
2019-09-09,SK,HU,1749,1637
2019-09-09,MQ,TT,1448,1377
2019-09-09,TT,MQ,1377,1448
2019-09-09,AW,AG,908,1175
2019-09-09,AG,AW,1175,908
2019-09-09,IL,SI,1574,1626
2019-09-09,SQ,BE,1633,2059
2019-09-09,EI,DE,1662,1950
2019-09-09,SI,IL,1626,1574
2019-09-09,HR,AZ,1903,1380
2019-09-09,RU,KZ,1786,1389
2019-09-09,KZ,RU,1389,1786
2019-09-09,DZ,BJ,1705,1458
2019-09-09,BJ,DZ,1458,1705
2019-09-09,AZ,HR,1380,1903
2019-09-09,BE,SQ,2059,1633
2019-09-09,BY,WA,1519,1751
2019-09-09,WA,BY,1751,1519
2019-09-09,NM,LV,1523,1230
2019-09-09,LV,NM,1230,1523
